ProductionID,ShiftID,MachineID,ProductID,StartTime,EndTime,TotalUnits,GoodUnits,IdealCycleTimeSeconds,Notes,DurationMinutes
PRD-00604,SFT-00433,M101,BPA-108,10:54:39,13:18:39,380,373,60,,144.0
PRD-00605,SFT-00434,M102,BPA-117,06:00:00,09:50:16,456,423,44,,230.27
PRD-00606,SFT-00434,M102,BPA-109,09:50:16,13:18:48,334,311,68,,208.53
PRD-00607,SFT-00435,M103,BPA-100,06:00:00,13:19:44,311,286,68,,439.73
PRD-00608,SFT-00436,M104,BPA-106,06:00:00,13:19:28,333,324,64,,439.47
PRD-00609,SFT-00437,M105,BPA-111,06:00:00,07:29:50,413,403,49,,89.83
PRD-00610,SFT-00437,M105,BPA-102,07:29:50,13:18:55,310,297,71,,349.08
PRD-00611,SFT-00438,M106,BPA-101,06:00:00,13:19:18,504,496,46,,439.3
PRD-00612,SFT-00439,M107,BPA-116,06:00:00,13:19:28,315,301,64,,439.47
PRD-00613,SFT-00440,M201,EMB-205,06:00:00,13:19:27,398,382,51,,439.45
PRD-00614,SFT-00441,M202,EMB-219,06:00:00,08:00:52,280,271,74,,120.87
PRD-00615,SFT-00441,M202,EMB-205,08:00:52,13:18:46,375,343,51,,317.9
PRD-00616,SFT-00442,M203,EMB-211,06:00:00,13:19:30,470,448,45,,439.5
PRD-00617,SFT-00443,M204,EMB-204,06:00:00,09:13:38,293,267,74,,193.63
PRD-00618,SFT-00443,M204,EMB-204,09:13:38,13:19:04,305,290,74,,245.43
PRD-00619,SFT-00444,M205,EMB-209,06:00:00,09:38:11,355,341,53,,218.18
PRD-00620,SFT-00444,M205,EMB-201,09:38:11,13:19:38,414,387,43,,221.45
PRD-00621,SFT-00445,M206,EMB-205,06:00:00,13:19:27,370,361,51,,439.45
PRD-00622,SFT-00446,M301,CSB-303,06:00:00,13:19:24,397,392,52,,439.4
PRD-00623,SFT-00447,M302,CSB-314,06:00:00,13:19:33,427,393,59,,439.55
PRD-00624,SFT-00448,M303,CSB-301,06:00:00,07:40:14,387,373,62,,100.23
PRD-00625,SFT-00448,M303,CSB-311,07:40:14,13:18:40,322,299,71,,338.43
PRD-00626,SFT-00449,M304,CSB-304,06:00:00,07:17:24,428,408,54,,77.4
PRD-00627,SFT-00449,M304,CSB-301,07:17:24,13:19:04,343,312,62,,361.67
PRD-00628,SFT-00450,M305,CSB-307,06:00:00,09:08:00,401,383,60,,188.0
PRD-00629,SFT-00450,M305,CSB-305,09:08:00,13:18:28,360,332,68,,250.47
PRD-00630,SFT-00451,M101,BPA-101,14:00:00,21:14:42,487,460,46,,434.7
PRD-00631,SFT-00452,M102,BPA-115,14:00:00,20:52:05,458,431,43,,412.08
PRD-00632,SFT-00452,M102,BPA-117,20:52:05,21:14:05,411,374,44,,22.0
PRD-00633,SFT-00453,M103,BPA-116,14:00:00,19:08:16,315,309,64,,308.27
PRD-00634,SFT-00453,M103,BPA-108,19:08:16,21:14:16,341,318,60,,126.0
PRD-00635,SFT-00454,M104,BPA-101,14:00:00,19:30:26,505,456,46,,330.43
PRD-00636,SFT-00454,M104,BPA-116,19:30:26,21:13:54,324,320,64,,103.47
PRD-00637,SFT-00455,M105,BPA-119,14:00:00,21:10:48,320,291,72,,430.8
PRD-00638,SFT-00455,M105,BPA-103,21:10:48,21:13:16,296,278,74,,2.47
PRD-00639,SFT-00456,M106,BPA-101,14:00:00,17:59:12,473,464,46,,239.2
PRD-00640,SFT-00456,M106,BPA-115,17:59:12,21:14:08,502,465,43,,194.93
PRD-00641,SFT-00457,M107,BPA-107,14:00:00,21:14:21,390,374,51,,434.35
PRD-00642,SFT-00458,M201,EMB-216,14:00:00,18:15:14,328,323,62,,255.23
PRD-00643,SFT-00458,M201,EMB-207,18:15:14,21:14:35,399,384,51,,179.35
PRD-00644,SFT-00459,M202,EMB-215,14:00:00,21:14:17,304,278,71,,434.28
PRD-00645,SFT-00460,M203,EMB-212,14:00:00,21:14:42,334,329,63,,434.7
PRD-00646,SFT-00461,M204,EMB-217,14:00:00,21:14:23,307,285,67,,434.38
PRD-00647,SFT-00462,M205,EMB-209,14:00:00,21:14:36,358,338,53,,434.6
PRD-00648,SFT-00463,M206,EMB-218,14:00:00,15:35:27,311,291,69,,95.45
PRD-00649,SFT-00463,M206,EMB-219,15:35:27,21:14:37,261,243,74,,339.17
PRD-00650,SFT-00464,M301,CSB-313,14:00:00,16:58:00,533,495,40,,178.0
PRD-00651,SFT-00464,M301,CSB-318,16:58:00,21:13:51,559,518,43,,255.85
PRD-00652,SFT-00465,M302,CSB-313,14:00:00,21:14:40,544,535,40,,434.67
PRD-00653,SFT-00466,M303,CSB-312,14:00:00,21:14:30,329,316,66,,434.5
PRD-00654,SFT-00467,M304,CSB-310,14:00:00,21:14:28,396,389,49,,434.47
PRD-00655,SFT-00468,M305,CSB-305,14:00:00,21:14:04,340,330,68,,434.07
PRD-00656,SFT-00469,M101,BPA-101,22:00:00,23:55:00,1,1,46,,115.0
PRD-00657,SFT-00469,M101,BPA-117,23:55:00,05:29:24,1,1,44,,334.4
PRD-00658,SFT-00470,M102,BPA-103,22:00:00,01:06:14,1,1,74,,186.23
PRD-00659,SFT-00470,M102,BPA-108,01:06:14,05:29:14,1,1,60,,263.0
PRD-00660,SFT-00471,M103,BPA-104,22:00:00,04:28:33,1,1,57,,388.55
PRD-00661,SFT-00471,M103,BPA-119,04:28:33,05:28:33,1,1,72,,60.0
PRD-00662,SFT-00472,M104,BPA-119,22:00:00,05:30:00,1,1,72,,450.0
PRD-00663,SFT-00473,M105,BPA-100,22:00:00,23:37:28,1,1,68,,97.47
PRD-00664,SFT-00473,M105,BPA-109,23:37:28,05:28:48,1,1,68,,351.33
PRD-00665,SFT-00474,M106,BPA-118,22:00:00,05:29:40,1,1,71,,449.67
PRD-00666,SFT-00475,M107,BPA-103,22:00:00,23:06:36,1,1,74,,66.6
PRD-00667,SFT-00475,M107,BPA-102,23:06:36,05:28:49,1,1,71,,382.22
PRD-00668,SFT-00476,M201,EMB-218,22:00:00,00:00:45,1,1,69,,120.75
PRD-00669,SFT-00476,M201,EMB-217,00:00:45,05:29:03,1,1,67,,328.3
PRD-00670,SFT-00477,M202,EMB-215,22:00:00,05:29:40,1,1,71,,449.67
PRD-00671,SFT-00479,M204,EMB-202,22:00:00,01:01:03,1,1,51,,181.05
PRD-00672,SFT-00479,M204,EMB-219,01:01:03,05:28:41,1,1,74,,267.63
PRD-00673,SFT-00481,M206,EMB-212,22:00:00,02:17:15,1,1,63,,257.25
PRD-00674,SFT-00481,M206,EMB-206,02:17:15,05:29:15,1,1,40,,192.0
PRD-00675,SFT-00482,M301,CSB-311,22:00:00,04:47:04,1,1,71,,407.07
PRD-00676,SFT-00482,M301,CSB-314,04:47:04,05:29:21,1,1,59,,42.28
PRD-00677,SFT-00483,M302,CSB-302,22:00:00,05:29:24,1,1,42,,449.4
PRD-00678,SFT-00484,M303,CSB-307,22:00:00,03:18:00,1,1,60,,318.0
PRD-00679,SFT-00484,M303,CSB-309,03:18:00,05:28:50,1,1,50,,130.83
PRD-00680,SFT-00485,M304,CSB-301,22:00:00,22:25:50,1,1,62,,25.83
PRD-00681,SFT-00485,M304,CSB-317,22:25:50,05:29:20,1,1,70,,423.5
PRD-00682,SFT-00486,M305,CSB-307,22:00:00,05:30:00,1,1,60,,450.0
PRD-00683,SFT-00487,M101,BPA-112,06:00:00,13:19:12,369,358,54,,439.2
PRD-00684,SFT-00488,M102,BPA-114,06:00:00,13:19:58,306,294,67,,439.97
PRD-00685,SFT-00489,M103,BPA-108,06:00:00,13:20:00,372,365,60,,440.0
PRD-00686,SFT-00490,M104,BPA-116,06:00:00,13:19:28,343,319,64,,439.47
PRD-00687,SFT-00491,M105,BPA-114,06:00:00,07:30:27,314,301,67,,90.45
PRD-00688,SFT-00491,M105,BPA-100,07:30:27,13:19:31,312,286,68,,349.07
PRD-00689,SFT-00492,M106,BPA-116,06:00:00,06:21:20,316,287,64,,21.33
PRD-00690,SFT-00492,M106,BPA-104,06:21:20,13:18:23,394,379,57,,417.05
PRD-00691,SFT-00493,M107,BPA-119,06:00:00,13:19:12,326,296,72,,439.2
PRD-00692,SFT-00494,M201,EMB-211,06:00:00,06:30:00,444,399,45,,30.0
PRD-00693,SFT-00494,M201,EMB-200,06:30:00,13:19:04,309,295,59,,409.07
PRD-00694,SFT-00496,M203,EMB-219,06:00:00,06:54:16,288,280,74,,54.27
PRD-00695,SFT-00496,M203,EMB-218,06:54:16,13:18:22,340,330,69,,384.1
PRD-00696,SFT-00497,M204,EMB-207,06:00:00,13:19:27,419,391,51,,439.45
PRD-00697,SFT-00498,M205,EMB-208,06:00:00,13:19:57,304,300,63,,439.95
PRD-00698,SFT-00499,M206,EMB-209,06:00:00,09:57:37,390,374,53,,237.62
PRD-00699,SFT-00499,M206,EMB-210,09:57:37,13:18:39,306,285,74,,201.03
PRD-00700,SFT-00500,M301,CSB-319,06:00:00,12:57:49,491,473,43,,417.82
PRD-00701,SFT-00500,M301,CSB-305,12:57:49,13:19:21,317,292,68,,21.53
PRD-00702,SFT-00501,M302,CSB-317,06:00:00,09:30:00,312,300,70,,210.0
PRD-00703,SFT-00501,M302,CSB-319,09:30:00,13:18:37,504,495,43,,228.62
PRD-00704,SFT-00502,M303,CSB-303,06:00:00,13:19:24,429,394,52,,439.4
PRD-00705,SFT-00503,M304,CSB-302,06:00:00,13:19:36,522,509,42,,439.6
PRD-00706,SFT-00504,M305,CSB-301,06:00:00,06:44:26,308,286,62,,44.43
PRD-00707,SFT-00504,M305,CSB-310,06:44:26,13:18:53,512,498,49,,394.45
PRD-00708,SFT-00505,M101,BPA-118,14:00:00,21:14:17,270,259,71,,434.28
PRD-00709,SFT-00506,M102,BPA-109,14:00:00,21:14:04,309,302,68,,434.07
PRD-00710,SFT-00507,M103,BPA-108,14:00:00,21:15:00,317,313,60,,435.0
PRD-00711,SFT-00508,M104,BPA-111,14:00:00,16:44:58,444,409,49,,164.97
PRD-00712,SFT-00508,M104,BPA-114,16:44:58,21:14:05,292,267,67,,269.12
PRD-00713,SFT-00509,M105,BPA-100,14:00:00,21:14:04,298,278,68,,434.07
PRD-00714,SFT-00510,M106,BPA-106,14:00:00,21:12:00,329,324,64,,432.0
PRD-00715,SFT-00510,M106,BPA-119,21:12:00,21:14:24,303,287,72,,2.4
PRD-00716,SFT-00511,M107,BPA-104,14:00:00,21:14:09,324,292,57,,434.15
PRD-00717,SFT-00512,M201,EMB-207,14:00:00,21:14:21,401,366,51,,434.35
PRD-00718,SFT-00513,M202,EMB-209,14:00:00,21:14:36,334,313,53,,434.6
PRD-00719,SFT-00514,M203,EMB-202,14:00:00,18:22:39,371,358,51,,262.65
PRD-00720,SFT-00514,M203,EMB-211,18:22:39,21:13:39,478,452,45,,171.0
PRD-00721,SFT-00515,M204,EMB-204,14:00:00,19:57:40,234,218,74,,357.67
PRD-00722,SFT-00515,M204,EMB-214,19:57:40,21:14:26,416,394,49,,76.77
PRD-00723,SFT-00516,M205,EMB-214,14:00:00,17:57:39,467,443,49,,237.65
PRD-00724,SFT-00516,M205,EMB-217,17:57:39,21:14:11,273,250,67,,196.53
PRD-00725,SFT-00517,M206,EMB-200,14:00:00,20:23:30,317,291,59,,383.5
PRD-00726,SFT-00517,M206,EMB-208,20:23:30,21:13:54,308,295,63,,50.4
PRD-00727,SFT-00518,M301,CSB-314,14:00:00,19:49:05,431,414,59,,349.08
PRD-00728,SFT-00518,M301,CSB-302,19:49:05,21:14:29,515,480,42,,85.4
PRD-00729,SFT-00519,M302,CSB-311,14:00:00,20:21:02,343,332,71,,381.03
PRD-00730,SFT-00519,M302,CSB-305,20:21:02,21:14:18,351,345,68,,53.27
PRD-00731,SFT-00520,M303,CSB-313,14:00:00,21:14:40,587,574,40,,434.67
PRD-00732,SFT-00521,M304,CSB-304,14:00:00,21:14:42,421,390,54,,434.7
PRD-00733,SFT-00522,M305,CSB-309,14:00:00,16:13:20,414,376,50,,133.33
PRD-00734,SFT-00522,M305,CSB-306,16:13:20,21:14:04,460,427,52,,300.73
PRD-00735,SFT-00523,M101,BPA-116,22:00:00,05:29:04,1,1,64,,449.07
PRD-00736,SFT-00524,M102,BPA-116,22:00:00,05:29:04,1,1,64,,449.07
PRD-00737,SFT-00525,M103,BPA-119,22:00:00,03:46:48,1,1,72,,346.8
PRD-00738,SFT-00525,M103,BPA-106,03:46:48,05:29:12,1,1,64,,102.4
PRD-00739,SFT-00526,M104,BPA-108,22:00:00,05:29:00,1,1,60,,449.0
PRD-00740,SFT-00527,M105,BPA-115,22:00:00,05:29:21,1,1,43,,449.35
PRD-00741,SFT-00528,M106,BPA-110,22:00:00,05:29:38,1,1,47,,449.63
PRD-00742,SFT-00529,M107,BPA-116,22:00:00,01:34:24,1,1,64,,214.4
PRD-00743,SFT-00529,M107,BPA-114,01:34:24,05:28:54,1,1,67,,234.5
PRD-00744,SFT-00530,M201,EMB-204,22:00:00,05:28:56,1,1,74,,448.93
PRD-00745,SFT-00531,M202,EMB-200,22:00:00,03:23:31,1,1,59,,323.52
PRD-00746,SFT-00531,M202,EMB-203,03:23:31,05:28:57,1,1,71,,125.43
PRD-00747,SFT-00532,M203,EMB-216,22:00:00,05:29:30,1,1,62,,449.5
PRD-00748,SFT-00533,M204,EMB-201,22:00:00,05:29:21,1,1,43,,449.35
PRD-00749,SFT-00534,M205,EMB-218,22:00:00,23:17:03,1,1,69,,77.05
PRD-00750,SFT-00534,M205,EMB-201,23:17:03,05:29:00,1,1,43,,371.95
PRD-00751,SFT-00535,M206,EMB-214,22:00:00,22:22:52,1,1,49,,22.87
PRD-00752,SFT-00535,M206,EMB-215,22:22:52,05:28:52,1,1,71,,426.0
PRD-00753,SFT-00536,M301,CSB-305,22:00:00,05:29:56,1,1,68,,449.93
PRD-00754,SFT-00537,M302,CSB-317,22:00:00,23:50:50,1,1,70,,110.83
PRD-00755,SFT-00537,M302,CSB-312,23:50:50,05:28:32,1,1,66,,337.7
PRD-00756,SFT-00539,M304,CSB-303,22:00:00,00:29:56,1,1,52,,149.93
PRD-00757,SFT-00539,M304,CSB-314,00:29:56,05:28:52,1,1,59,,298.93
PRD-00758,SFT-00541,M101,BPA-102,06:00:00,13:19:01,267,259,71,,439.02
PRD-00759,SFT-00542,M102,BPA-117,06:00:00,11:12:24,490,450,44,,312.4
PRD-00760,SFT-00542,M102,BPA-102,11:12:24,13:19:01,275,257,71,,126.62
PRD-00761,SFT-00543,M103,BPA-115,06:00:00,13:19:19,473,430,43,,439.32
PRD-00762,SFT-00544,M104,BPA-116,06:00:00,13:19:28,332,312,64,,439.47
PRD-00763,SFT-00545,M105,BPA-112,06:00:00,13:19:12,409,368,54,,439.2
PRD-00764,SFT-00546,M106,BPA-103,06:00:00,08:56:22,286,270,74,,176.37
PRD-00765,SFT-00546,M106,BPA-108,08:56:22,13:19:22,378,360,60,,263.0
PRD-00766,SFT-00547,M107,BPA-103,06:00:00,13:19:04,269,244,74,,439.07
PRD-00767,SFT-00548,M201,EMB-212,06:00:00,13:19:57,343,332,63,,439.95
PRD-00768,SFT-00549,M202,EMB-212,06:00:00,09:32:06,339,310,63,,212.1
PRD-00769,SFT-00549,M202,EMB-202,09:32:06,13:19:03,375,359,51,,226.95
PRD-00770,SFT-00550,M203,EMB-209,06:00:00,07:15:05,342,336,53,,75.08
PRD-00771,SFT-00550,M203,EMB-206,07:15:05,13:19:45,544,493,40,,364.67
PRD-00772,SFT-00551,M204,EMB-213,06:00:00,12:21:50,345,330,58,,381.83
PRD-00773,SFT-00551,M204,EMB-217,12:21:50,13:19:54,337,307,67,,58.07
PRD-00774,SFT-00552,M205,EMB-203,06:00:00,09:22:21,258,234,71,,202.35
PRD-00775,SFT-00552,M205,EMB-212,09:22:21,13:18:36,299,292,63,,236.25
PRD-00776,SFT-00553,M206,EMB-207,06:00:00,07:44:33,405,377,51,,104.55
PRD-00777,SFT-00553,M206,EMB-213,07:44:33,13:19:01,328,296,58,,334.47
PRD-00778,SFT-00554,M301,CSB-302,06:00:00,06:50:24,476,437,42,,50.4
PRD-00779,SFT-00554,M301,CSB-317,06:50:24,13:18:54,347,314,70,,388.5
PRD-00780,SFT-00555,M302,CSB-314,06:00:00,13:19:33,369,335,59,,439.55
PRD-00781,SFT-00556,M303,CSB-307,06:00:00,06:04:00,354,326,60,,4.0
PRD-00782,SFT-00556,M303,CSB-311,06:04:00,13:19:28,289,275,71,,435.47
PRD-00783,SFT-00557,M304,CSB-308,06:00:00,06:22:56,542,507,43,,22.93
PRD-00784,SFT-00557,M304,CSB-316,06:22:56,13:19:47,326,315,63,,416.85
PRD-00785,SFT-00558,M305,CSB-317,06:00:00,13:19:50,321,301,70,,439.83
PRD-00786,SFT-00559,M101,BPA-110,14:00:00,21:14:45,407,369,47,,434.75
PRD-00787,SFT-00560,M102,BPA-110,14:00:00,17:29:09,477,461,47,,209.15
PRD-00788,SFT-00560,M102,BPA-104,17:29:09,21:14:18,391,369,57,,225.15
PRD-00789,SFT-00561,M103,BPA-119,14:00:00,17:08:24,298,280,72,,188.4
PRD-00790,SFT-00561,M103,BPA-110,17:08:24,21:13:35,401,378,47,,245.18
PRD-00791,SFT-00562,M104,BPA-107,14:00:00,18:56:39,461,427,51,,296.65
PRD-00792,SFT-00562,M104,BPA-100,18:56:39,21:13:47,311,291,68,,137.13
PRD-00793,SFT-00563,M105,BPA-115,14:00:00,20:26:17,539,519,43,,386.28
PRD-00794,SFT-00563,M105,BPA-116,20:26:17,21:14:17,310,305,64,,48.0
PRD-00795,SFT-00564,M106,BPA-107,14:00:00,20:15:42,444,438,51,,375.7
PRD-00796,SFT-00564,M106,BPA-116,20:15:42,21:13:18,282,265,64,,57.6
PRD-00797,SFT-00565,M107,BPA-119,14:00:00,21:14:24,257,243,72,,434.4
PRD-00798,SFT-00566,M201,EMB-213,14:00:00,21:15:00,322,317,58,,435.0
PRD-00799,SFT-00567,M202,EMB-219,14:00:00,18:57:14,283,255,74,,297.23
PRD-00800,SFT-00567,M202,EMB-212,18:57:14,21:13:44,304,297,63,,136.5
PRD-00801,SFT-00568,M203,EMB-217,14:00:00,21:14:23,283,258,67,,434.38
PRD-00802,SFT-00569,M204,EMB-212,14:00:00,20:43:12,342,337,63,,403.2
PRD-00803,SFT-00569,M204,EMB-219,20:43:12,21:14:02,280,270,74,,30.83
PRD-00804,SFT-00570,M205,EMB-207,14:00:00,18:07:21,369,345,51,,247.35
PRD-00805,SFT-00570,M205,EMB-203,18:07:21,21:14:19,314,293,71,,186.97
PRD-00806,SFT-00571,M206,EMB-204,14:00:00,18:09:08,260,236,74,,249.13
PRD-00807,SFT-00571,M206,EMB-205,18:09:08,21:13:35,368,363,51,,184.45
PRD-00808,SFT-00572,M301,CSB-317,14:00:00,15:13:30,283,271,70,,73.5
PRD-00809,SFT-00572,M301,CSB-314,15:13:30,21:13:24,396,356,59,,359.9
PRD-00810,SFT-00573,M302,CSB-316,14:00:00,20:12:45,350,342,63,,372.75
PRD-00811,SFT-00573,M302,CSB-317,20:12:45,21:13:25,287,268,70,,60.67
PRD-00812,SFT-00574,M303,CSB-316,14:00:00,21:14:42,329,299,63,,434.7
PRD-00813,SFT-00575,M304,CSB-319,14:00:00,16:57:01,500,472,43,,177.02
PRD-00814,SFT-00575,M304,CSB-316,16:57:01,21:14:16,344,313,63,,257.25
PRD-00815,SFT-00576,M305,CSB-301,14:00:00,18:05:56,344,338,62,,245.93
PRD-00816,SFT-00576,M305,CSB-307,18:05:56,21:13:56,331,324,60,,188.0
PRD-00817,SFT-00577,M101,BPA-111,22:00:00,05:29:59,1,1,49,,449.98
PRD-00818,SFT-00578,M102,BPA-107,22:00:00,05:29:39,1,1,51,,449.65
PRD-00819,SFT-00579,M103,BPA-106,22:00:00,04:47:28,1,1,64,,407.47
PRD-00820,SFT-00579,M103,BPA-117,04:47:28,05:29:16,1,1,44,,41.8
PRD-00821,SFT-00580,M104,BPA-110,22:00:00,05:29:38,1,1,47,,449.63
PRD-00822,SFT-00581,M105,BPA-109,22:00:00,04:07:12,1,1,68,,367.2
PRD-00823,SFT-00581,M105,BPA-115,04:07:12,05:28:54,1,1,43,,81.7
PRD-00824,SFT-00582,M106,BPA-112,22:00:00,04:06:18,1,1,54,,366.3
PRD-00825,SFT-00582,M106,BPA-106,04:06:18,05:28:26,1,1,64,,82.13
PRD-00826,SFT-00583,M107,BPA-107,22:00:00,04:36:57,1,1,51,,396.95
PRD-00827,SFT-00583,M107,BPA-106,04:36:57,05:29:13,1,1,64,,52.27
PRD-00828,SFT-00584,M201,EMB-201,22:00:00,05:29:21,1,1,43,,449.35
PRD-00829,SFT-00585,M202,EMB-206,22:00:00,01:30:00,1,1,40,,210.0
PRD-00830,SFT-00585,M202,EMB-218,01:30:00,05:29:12,1,1,69,,239.2
PRD-00831,SFT-00586,M203,EMB-211,22:00:00,00:58:30,1,1,45,,178.5
PRD-00832,SFT-00586,M203,EMB-214,00:58:30,05:29:38,1,1,49,,271.13
PRD-00833,SFT-00587,M204,EMB-208,22:00:00,23:27:09,1,1,63,,87.15
PRD-00834,SFT-00587,M204,EMB-205,23:27:09,05:29:15,1,1,51,,362.1
PRD-00835,SFT-00588,M205,EMB-219,22:00:00,05:28:56,1,1,74,,448.93
PRD-00836,SFT-00590,M301,CSB-316,22:00:00,23:12:27,1,1,63,,72.45
PRD-00837,SFT-00590,M301,CSB-315,23:12:27,05:29:07,1,1,40,,376.67
PRD-00838,SFT-00591,M302,CSB-303,22:00:00,23:58:44,1,1,52,,118.73
PRD-00839,SFT-00591,M302,CSB-314,23:58:44,05:29:08,1,1,59,,330.4
PRD-00840,SFT-00592,M303,CSB-319,22:00:00,05:29:21,1,1,43,,449.35
PRD-00841,SFT-00593,M304,CSB-302,22:00:00,05:29:24,1,1,42,,449.4
PRD-00842,SFT-00594,M305,CSB-315,22:00:00,05:30:00,1,1,40,,450.0
PRD-00843,SFT-00595,M101,BPA-116,06:00:00,13:19:28,347,330,64,,439.47
PRD-00844,SFT-00596,M102,BPA-110,06:00:00,06:31:20,391,368,47,,31.33
PRD-00845,SFT-00596,M102,BPA-100,06:31:20,13:19:20,334,323,68,,408.0
PRD-00846,SFT-00597,M103,BPA-103,06:00:00,13:19:04,292,284,74,,439.07
PRD-00847,SFT-00598,M104,BPA-105,06:00:00,13:19:27,444,439,47,,439.45
PRD-00848,SFT-00599,M105,BPA-102,06:00:00,13:19:01,287,269,71,,439.02
PRD-00849,SFT-00600,M106,BPA-110,06:00:00,13:19:27,474,427,47,,439.45
PRD-00850,SFT-00601,M107,BPA-109,06:00:00,13:19:44,328,305,68,,439.73
PRD-00851,SFT-00602,M201,EMB-205,06:00:00,11:09:24,406,381,51,,309.4
PRD-00852,SFT-00602,M201,EMB-214,11:09:24,13:19:15,363,354,49,,129.85
PRD-00853,SFT-00603,M202,EMB-210,06:00:00,10:58:28,308,279,74,,298.47
PRD-00854,SFT-00603,M202,EMB-217,10:58:28,13:19:10,274,259,67,,140.7
PRD-00855,SFT-00604,M203,EMB-206,06:00:00,07:39:20,561,506,40,,99.33
PRD-00856,SFT-00604,M203,EMB-208,07:39:20,13:19:32,369,355,63,,340.2
PRD-00857,SFT-00605,M204,EMB-213,06:00:00,06:48:20,383,350,58,,48.33
PRD-00858,SFT-00605,M204,EMB-205,06:48:20,13:19:20,400,375,51,,391.0
PRD-00859,SFT-00606,M205,EMB-212,06:00:00,13:19:57,320,311,63,,439.95
PRD-00860,SFT-00607,M206,EMB-217,06:00:00,06:26:48,336,326,67,,26.8
PRD-00861,SFT-00607,M206,EMB-207,06:26:48,13:19:03,416,411,51,,412.25
PRD-00862,SFT-00608,M301,CSB-301,06:00:00,12:38:52,360,324,62,,398.87
PRD-00863,SFT-00608,M301,CSB-300,12:38:52,13:18:52,438,420,50,,40.0
PRD-00864,SFT-00609,M302,CSB-319,06:00:00,13:19:19,561,537,43,,439.32
PRD-00865,SFT-00610,M303,CSB-312,06:00:00,13:20:00,347,342,66,,440.0
PRD-00866,SFT-00612,M305,CSB-309,06:00:00,09:47:30,426,394,50,,227.5
PRD-00867,SFT-00612,M305,CSB-303,09:47:30,13:18:58,400,368,52,,211.47
PRD-00868,SFT-00613,M101,BPA-106,14:00:00,15:41:20,375,365,64,,101.33
PRD-00869,SFT-00613,M101,BPA-111,15:41:20,21:13:43,371,344,49,,332.38
PRD-00870,SFT-00614,M102,BPA-100,14:00:00,20:41:12,266,248,68,,401.2
PRD-00871,SFT-00614,M102,BPA-107,20:41:12,21:14:21,425,398,51,,33.15
PRD-00872,SFT-00615,M103,BPA-110,14:00:00,21:14:45,487,479,47,,434.75
PRD-00873,SFT-00616,M104,BPA-110,14:00:00,21:14:45,419,403,47,,434.75
PRD-00874,SFT-00617,M105,BPA-112,14:00:00,16:12:18,435,408,54,,132.3
PRD-00875,SFT-00617,M105,BPA-106,16:12:18,21:14:10,336,323,64,,301.87
PRD-00876,SFT-00618,M106,BPA-109,14:00:00,18:26:20,305,285,68,,266.33
PRD-00877,SFT-00618,M106,BPA-110,18:26:20,21:13:58,441,406,47,,167.63
PRD-00878,SFT-00619,M107,BPA-112,14:00:00,21:14:42,418,398,54,,434.7
PRD-00879,SFT-00620,M201,EMB-210,14:00:00,21:14:08,263,238,74,,434.13
PRD-00880,SFT-00621,M202,EMB-213,14:00:00,17:40:24,319,300,58,,220.4
PRD-00881,SFT-00621,M202,EMB-203,17:40:24,21:13:24,298,270,71,,213.0
PRD-00882,SFT-00622,M203,EMB-211,14:00:00,17:09:00,391,361,45,,189.0
PRD-00883,SFT-00622,M203,EMB-211,17:09:00,21:14:15,438,404,45,,245.25
PRD-00884,SFT-00623,M204,EMB-211,14:00:00,20:58:30,488,479,45,,418.5
PRD-00885,SFT-00623,M204,EMB-219,20:58:30,21:14:32,277,273,74,,16.03
PRD-00886,SFT-00625,M206,EMB-201,14:00:00,16:54:09,488,444,43,,174.15
PRD-00887,SFT-00625,M206,EMB-213,16:54:09,21:14:11,349,329,58,,260.03
PRD-00888,SFT-00626,M301,CSB-310,14:00:00,15:14:19,508,468,49,,74.32
PRD-00889,SFT-00626,M301,CSB-308,15:14:19,21:14:48,487,444,43,,360.48
PRD-00890,SFT-00627,M302,CSB-306,14:00:00,21:14:12,408,387,52,,434.2
PRD-00891,SFT-00628,M303,CSB-314,14:00:00,19:37:17,396,387,59,,337.28
PRD-00892,SFT-00628,M303,CSB-313,19:37:17,21:14:37,492,447,40,,97.33
PRD-00893,SFT-00629,M304,CSB-315,14:00:00,21:14:40,524,492,40,,434.67
PRD-00894,SFT-00630,M305,CSB-308,14:00:00,16:41:58,511,469,43,,161.97
PRD-00895,SFT-00630,M305,CSB-310,16:41:58,21:14:44,493,471,49,,272.77
PRD-00896,SFT-00631,M101,BPA-119,22:00:00,05:30:00,1,1,72,,450.0
PRD-00897,SFT-00632,M102,BPA-102,22:00:00,05:29:40,1,1,71,,449.67
PRD-00898,SFT-00633,M103,BPA-101,22:00:00,00:50:58,1,1,46,,170.97
PRD-00899,SFT-00633,M103,BPA-101,00:50:58,05:29:16,1,1,46,,278.3
PRD-00900,SFT-00634,M104,BPA-119,22:00:00,05:28:48,1,1,72,,448.8
PRD-00901,SFT-00635,M105,BPA-111,22:00:00,05:29:59,1,1,49,,449.98
PRD-00902,SFT-00636,M106,BPA-110,22:00:00,00:40:35,1,1,47,,160.58
PRD-00903,SFT-00636,M106,BPA-115,00:40:35,05:29:24,1,1,43,,288.82
PRD-00904,SFT-00637,M107,BPA-112,22:00:00,02:26:24,1,1,54,,266.4
PRD-00905,SFT-00637,M107,BPA-109,02:26:24,05:28:52,1,1,68,,182.47
